0.614535	6.76	-0.800554	
0.604613	6.77	-0.808344	
0.594147	6.78	-0.816362	
0.583132	6.79	-0.82458	
0.571568	6.8	-0.832971	
0.559449	6.81	-0.841501	
0.546775	6.82	-0.850141	
0.533544	6.83	-0.858855	
0.519755	6.84	-0.867609	
0.50541	6.85	-0.87637	
0.490512	6.86	-0.885103	
0.475066	6.87	-0.893775	
0.459081	6.88	-0.902353	
0.442565	6.89	-0.910808	
0.425532	6.9	-0.919109	
0.407994	6.91	-0.927229	
0.389968	6.92	-0.935141	
0.371471	6.93	-0.94282	
0.352522	6.94	-0.950241	
0.333142	6.95	-0.95738	
0.313351	6.96	-0.964213	
0.293173	6.97	-0.970715	
0.272631	6.98	-0.976863	
0.251749	6.99	-0.982632	
0.230553	7	-0.987998	
0.209069	7.01	-0.992939	
0.187326	7.02	-0.99743	
0.165353	7.03	-1.00145	
0.143179	7.04	-1.00499	
0.120837	7.05	-1.00802	
0.0983585	7.06	-1.01053	
0.0757769	7.07	-1.01251	
0.0531262	7.08	-1.01397	
0.0304407	7.09	-1.01488	
0.00775458	7.1	-1.01526	
-0.0148978	7.11	-1.01512	
-0.0374826	7.12	-1.01445	
-0.0599664	7.13	-1.01327	
-0.0823165	7.14	-1.01159	
-0.104501	7.15	-1.00943	
-0.126489	7.16	-1.0068	
-0.14825	7.17	-1.00372	
-0.169754	7.18	-1.00019	
-0.190973	7.19	-0.996249	
-0.211879	7.2	-0.9919	
-0.232446	7.21	-0.987165	
-0.252648	7.22	-0.982061	
-0.272461	7.23	-0.976609	
-0.29186	7.24	-0.970829	
-0.310826	7.25	-0.964744	
-0.329339	7.26	-0.95838	
-0.34738	7.27	-0.951763	
-0.364934	7.28	-0.944921	
-0.381988	7.29	-0.937887	
-0.39853	7.3	-0.930691	
-0.41455	7.31	-0.923367	
-0.430042	7.32	-0.91595	
-0.444999	7.33	-0.908472	
-0.459416	7.34	-0.900967	
-0.47329	7.35	-0.893467	
-0.486619	7.36	-0.886002	
-0.499401	7.37	-0.878602	
-0.511634	7.38	-0.871294	
-0.523316	7.39	-0.864103	
-0.534446	7.4	-0.857053	
-0.545025	7.41	-0.850164	
-0.55505	7.42	-0.843459	
-0.564524	7.43	-0.836955	
-0.573445	7.44	-0.830673	
-0.581817	7.45	-0.824631	
-0.589642	7.46	-0.818847	
-0.596923	7.47	-0.813339	
-0.603665	7.48	-0.808126	
-0.609873	7.49	-0.803226	
-0.615555	7.5	-0.798656	
-0.620718	7.51	-0.794433	
-0.625367	7.52	-0.790574	
-0.629512	7.53	-0.787094	
-0.633157	7.54	-0.784005	
-0.636309	7.55	-0.781319	
-0.638974	7.56	-0.779045	
-0.641154	7.57	-0.777189	
-0.642851	7.58	-0.775756	
-0.644068	7.59	-0.774747	
-0.644804	7.6	-0.774163	
-0.645058	7.61	-0.774001	
-0.644828	7.62	-0.774258	
-0.644113	7.63	-0.774928	
-0.64291	7.64	-0.776007	
-0.641218	7.65	-0.777488	
-0.639033	7.66	-0.779363	
-0.636357	7.67	-0.781627	
-0.633186	7.68	-0.784272	
-0.629523	7.69	-0.78729	
-0.625366	7.7	-0.790674	
-0.620717	7.71	-0.794417	
-0.615575	7.72	-0.798508	
-0.609942	7.73	-0.802937	
-0.603817	7.74	-0.807694	
-0.597199	7.75	-0.812763	
-0.590088	7.76	-0.818131	
-0.582481	7.77	-0.823779	
-0.574376	7.78	-0.829688	
-0.56577	7.79	-0.835836	
-0.55666	7.8	-0.8422	
-0.547044	7.81	-0.848755	
-0.536918	7.82	-0.855475	
-0.526281	7.83	-0.862333	
-0.515133	7.84	-0.869303	
-0.503475	7.85	-0.876359	
-0.491309	7.86	-0.883473	
-0.478639	7.87	-0.89062	
-0.46547	7.88	-0.897777	
-0.451809	7.89	-0.904919	
-0.437666	7.9	-0.912023	
-0.423051	7.91	-0.919067	
-0.407974	7.92	-0.926029	
-0.392448	7.93	-0.932887	
-0.376485	7.94	-0.939618	
-0.3601	7.95	-0.946201	
-0.343308	7.96	-0.95261	
-0.326123	7.97	-0.958824	
-0.308563	7.98	-0.964817	
-0.290643	7.99	-0.970564	
-0.272383	8	-0.97604	
-0.253802	8.01	-0.981222	
-0.23492	8.02	-0.986086	
-0.21576	8.03	-0.990609	
-0.196344	8.04	-0.994773	
-0.176697	8.05	-0.998559	
